date,event,village,fisher_code,tui_number,taxonomic_code,length_cm,family,genus,species
8/16/20,HAAPITI_95,Varari,HV002,2,Acanthurus blochii,30.1,Acanthuridae,Acanthurus,Acanthurus blochii
8/16/20,HAAPITI_95,Varari,HV002,2,Acanthurus blochii,27.96,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,19.95,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,20.01,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,17.41,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,18.79,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,18.96,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,19.24,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,20.42,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,21.64,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,17.81,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,19.76,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,20.75,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,18.58,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,19.11,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,16.48,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,19.35,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,20.41,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,17.06,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,18.44,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,19.17,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,18.86,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,19.49,Acanthuridae,Acanthurus,Acanthurus blochii
5/24/20,ISLAND_32,Vaiare,AM039,4,Acanthurus blochii,20.8,Acanthuridae,Acanthurus,Acanthurus blochii
6/21/20,NORTH_14,Maharepa,PM005,6,Acanthurus blochii,24.77,Acanthuridae,Acanthurus,Acanthurus blochii
3/21/21,NORTH_141,Vaiare,TV005,9,Acanthurus blochii,23.65,Acanthuridae,Acanthurus,Acanthurus blochii
3/21/21,NORTH_141,Vaiare,TV005,2,Acanthurus blochii,16.67,Acanthuridae,Acanthurus,Acanthurus blochii
3/21/21,NORTH_141,Vaiare,TV005,2,Acanthurus blochii,18.48,Acanthuridae,Acanthurus,Acanthurus blochii
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus blochii,26.93,Acanthuridae,Acanthurus,Acanthurus blochii
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus blochii,25.08,Acanthuridae,Acanthurus,Acanthurus blochii
8/2/20,NORTH_54,Paopao,PP003,3,Acanthurus blochii,31.76,Acanthuridae,Acanthurus,Acanthurus blochii
11/15/20,WEST_38,Haapiti,HH008,1,Acanthurus blochii,27.66,Acanthuridae,Acanthurus,Acanthurus blochii
8/23/20,HAAPITI_97,Papetoai,OP012,1,Acanthurus lineatus,17.65,Acanthuridae,Acanthurus,Acanthurus lineatus
5/10/20,ISLAND_12,Vaiare,AM039,2,Acanthurus lineatus,23.74,Acanthuridae,Acanthurus,Acanthurus lineatus
11/8/20,NORTH_101,Papetoai,OP012,1,Acanthurus lineatus,23.86,Acanthuridae,Acanthurus,Acanthurus lineatus
11/8/20,NORTH_101,Papetoai,OP012,1,Acanthurus lineatus,21.28,Acanthuridae,Acanthurus,Acanthurus lineatus
11/8/20,NORTH_101,Papetoai,OP012,1,Acanthurus lineatus,19.77,Acanthuridae,Acanthurus,Acanthurus lineatus
1/10/21,NORTH_123,Papetoai,OP012,1,Acanthurus lineatus,17.44,Acanthuridae,Acanthurus,Acanthurus lineatus
1/10/21,NORTH_123,Papetoai,OP012,1,Acanthurus lineatus,20.61,Acanthuridae,Acanthurus,Acanthurus lineatus
1/10/21,NORTH_123,Papetoai,OP012,1,Acanthurus lineatus,24.91,Acanthuridae,Acanthurus,Acanthurus lineatus
1/10/21,NORTH_123,Papetoai,OP012,1,Acanthurus lineatus,20.64,Acanthuridae,Acanthurus,Acanthurus lineatus
1/24/21,NORTH_130,Papetoai,OP012,5,Acanthurus lineatus,16.7,Acanthuridae,Acanthurus,Acanthurus lineatus
1/24/21,NORTH_130,Papetoai,OP012,5,Acanthurus lineatus,16.64,Acanthuridae,Acanthurus,Acanthurus lineatus
1/24/21,NORTH_130,Papetoai,OP012,5,Acanthurus lineatus,16.19,Acanthuridae,Acanthurus,Acanthurus lineatus
1/31/21,NORTH_133,Papetoai,OP012,1,Acanthurus lineatus,19.64,Acanthuridae,Acanthurus,Acanthurus lineatus
2/7/21,NORTH_136,Papetoai,OP012,1,Acanthurus lineatus,17.19,Acanthuridae,Acanthurus,Acanthurus lineatus
2/7/21,NORTH_136,Papetoai,OP012,3,Acanthurus lineatus,24.68,Acanthuridae,Acanthurus,Acanthurus lineatus
2/7/21,NORTH_136,Papetoai,OP012,3,Acanthurus lineatus,20.94,Acanthuridae,Acanthurus,Acanthurus lineatus
2/7/21,NORTH_136,Papetoai,OP012,3,Acanthurus lineatus,18.52,Acanthuridae,Acanthurus,Acanthurus lineatus
2/7/21,NORTH_136,Papetoai,OP012,3,Acanthurus lineatus,20.41,Acanthuridae,Acanthurus,Acanthurus lineatus
2/7/21,NORTH_136,Papetoai,OP012,1,Acanthurus lineatus,17.47,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,27.24,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,27.25,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,29.32,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,27.66,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,24.96,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,32.19,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,28.41,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,37.39,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,17.71,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,17.01,Acanthuridae,Acanthurus,Acanthurus lineatus
3/14/21,NORTH_157,Papetoai,OP012,2,Acanthurus lineatus,30.42,Acanthuridae,Acanthurus,Acanthurus lineatus
3/21/21,NORTH_161,Papetoai,OP012,2,Acanthurus lineatus,25.05,Acanthuridae,Acanthurus,Acanthurus lineatus
3/21/21,NORTH_161,Papetoai,OP012,2,Acanthurus lineatus,26.24,Acanthuridae,Acanthurus,Acanthurus lineatus
3/21/21,NORTH_161,Papetoai,OP012,2,Acanthurus lineatus,24.61,Acanthuridae,Acanthurus,Acanthurus lineatus
3/21/21,NORTH_161,Papetoai,OP012,2,Acanthurus lineatus,19.73,Acanthuridae,Acanthurus,Acanthurus lineatus
3/21/21,NORTH_161,Papetoai,OP012,2,Acanthurus lineatus,23.78,Acanthuridae,Acanthurus,Acanthurus lineatus
3/21/21,NORTH_161,Papetoai,OP012,2,Acanthurus lineatus,25.11,Acanthuridae,Acanthurus,Acanthurus lineatus
9/13/20,NORTH_70,Patae,TM005,18,Acanthurus lineatus,23.61,Acanthuridae,Acanthurus,Acanthurus lineatus
9/20/20,NORTH_78,Papetoai,OP012,1,Acanthurus lineatus,17.63,Acanthuridae,Acanthurus,Acanthurus lineatus
10/11/20,NORTH_89,Papetoai,OP012,1,Acanthurus lineatus,16.14,Acanthuridae,Acanthurus,Acanthurus lineatus
10/11/20,NORTH_89,Papetoai,OP012,1,Acanthurus lineatus,12.97,Acanthuridae,Acanthurus,Acanthurus lineatus
10/11/20,NORTH_89,Papetoai,OP012,1,Acanthurus lineatus,11.64,Acanthuridae,Acanthurus,Acanthurus lineatus
10/11/20,NORTH_89,Papetoai,OP012,1,Acanthurus lineatus,16.5,Acanthuridae,Acanthurus,Acanthurus lineatus
10/11/20,NORTH_89,Papetoai,OP012,1,Acanthurus lineatus,18.61,Acanthuridae,Acanthurus,Acanthurus lineatus
10/11/20,NORTH_89,Papetoai,OP012,1,Acanthurus lineatus,21.26,Acanthuridae,Acanthurus,Acanthurus lineatus
11/15/20,WEST_46,Papetoai,OP012,2,Acanthurus lineatus,17.43,Acanthuridae,Acanthurus,Acanthurus lineatus
11/15/20,WEST_46,Papetoai,OP012,3,Acanthurus lineatus,17.22,Acanthuridae,Acanthurus,Acanthurus lineatus
4/4/21,WEST_62,Papetoai,OP012,1,Acanthurus lineatus,16.53,Acanthuridae,Acanthurus,Acanthurus lineatus
4/4/21,WEST_62,Papetoai,OP012,1,Acanthurus lineatus,14.27,Acanthuridae,Acanthurus,Acanthurus lineatus
7/26/20,AFAREAITU_21,Patae,TM005,6,Acanthurus nigricauda,16.11,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/26/20,AFAREAITU_21,Patae,TM005,6,Acanthurus nigricauda,14.94,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/26/20,AFAREAITU_21,Patae,TM005,6,Acanthurus nigricauda,13.63,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/26/20,AFAREAITU_21,Patae,TM005,6,Acanthurus nigricauda,15.31,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/26/20,AFAREAITU_21,Patae,TM005,6,Acanthurus nigricauda,19.09,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/6/20,AFAREAITU_30,Patae,AP001,6,Acanthurus nigricauda,32.12,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/6/20,AFAREAITU_30,Patae,AP001,7,Acanthurus nigricauda,24.02,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/27/20,AFAREAITU_43,Vaiare,TV003,1,Acanthurus nigricauda,18.92,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/27/20,AFAREAITU_43,Vaiare,TV003,1,Acanthurus nigricauda,15.56,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/27/20,AFAREAITU_43,Vaiare,TV003,1,Acanthurus nigricauda,23.09,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/27/20,AFAREAITU_43,Vaiare,TV003,1,Acanthurus nigricauda,21.93,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/27/20,AFAREAITU_43,Vaiare,TV003,1,Acanthurus nigricauda,15.52,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,21.98,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,17.8,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,16.37,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,15.93,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,15.88,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,14.98,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,17.08,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,14.43,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,13.72,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,18.36,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,15.5,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,16.42,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,13.85,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/11/20,AFAREAITU_50,Patae,TM005,14,Acanthurus nigricauda,13.57,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/13/20,HAAPITI_102,Maatea,AM032,2,Acanthurus nigricauda,33.82,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/5/20,HAAPITI_18,Haapiti,HH003,1,Acanthurus nigricauda,23.11,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/12/20,HAAPITI_23,Atiha,HA010,6,Acanthurus nigricauda,23.73,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/12/20,HAAPITI_23,Atiha,HA010,6,Acanthurus nigricauda,22.4,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/12/20,HAAPITI_23,Atiha,HA010,6,Acanthurus nigricauda,24.57,Acanthuridae,Acanthurus,Acanthurus nigricauda
7/12/20,HAAPITI_23,Atiha,HA010,6,Acanthurus nigricauda,22.47,Acanthuridae,Acanthurus,Acanthurus nigricauda
6/14/20,HAAPITI_4,Maatea,AM036,5,Acanthurus nigricauda,19.53,Acanthuridae,Acanthurus,Acanthurus nigricauda
5/10/20,ISLAND_10,Patae,AP005,2,Acanthurus nigricauda,16.96,Acanthuridae,Acanthurus,Acanthurus nigricauda
5/17/20,ISLAND_24,Vaiare,AM039,2,Acanthurus nigricauda,18.25,Acanthuridae,Acanthurus,Acanthurus nigricauda
5/17/20,ISLAND_24,Vaiare,AM039,2,Acanthurus nigricauda,24.79,Acanthuridae,Acanthurus,Acanthurus nigricauda
5/24/20,ISLAND_30,Patae,AP001,6,Acanthurus nigricauda,21.95,Acanthuridae,Acanthurus,Acanthurus nigricauda
5/24/20,ISLAND_30,Patae,AP001,7,Acanthurus nigricauda,25.68,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,1,Acanthurus nigricauda,47.47,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,2,Acanthurus nigricauda,24.87,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,2,Acanthurus nigricauda,23.77,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,2,Acanthurus nigricauda,24.85,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,2,Acanthurus nigricauda,24.66,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,2,Acanthurus nigricauda,27.42,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,2,Acanthurus nigricauda,26.31,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,1,Acanthurus nigricauda,42.43,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/22/20,NORTH_104,Varari,HV011,1,Acanthurus nigricauda,44.69,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,5,Acanthurus nigricauda,25.38,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,5,Acanthurus nigricauda,22.35,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,5,Acanthurus nigricauda,21.54,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,8,Acanthurus nigricauda,27.37,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,8,Acanthurus nigricauda,24.84,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,8,Acanthurus nigricauda,25.47,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,8,Acanthurus nigricauda,24.57,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,8,Acanthurus nigricauda,20.78,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,8,Acanthurus nigricauda,19.06,Acanthuridae,Acanthurus,Acanthurus nigricauda
11/29/20,NORTH_110,Pihaena,PH002,8,Acanthurus nigricauda,21.91,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,9,Acanthurus nigricauda,22.92,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,22.82,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,24.46,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,21.37,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,25.09,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,29.82,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,29.5,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,28.03,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,29.79,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,30.16,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,23.2,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,22.16,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,5,Acanthurus nigricauda,23.2,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,22.59,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,26.4,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,27.87,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,24.91,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,25.3,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,22.45,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,25.31,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,27.5,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,21.18,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,26.86,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,29.41,Acanthuridae,Acanthurus,Acanthurus nigricauda
3/21/21,NORTH_141,Vaiare,TV005,6,Acanthurus nigricauda,25.97,Acanthuridae,Acanthurus,Acanthurus nigricauda
8/23/20,NORTH_65,Paopao,OV001,7,Acanthurus nigricauda,19.11,Acanthuridae,Acanthurus,Acanthurus nigricauda
8/23/20,NORTH_65,Paopao,OV001,7,Acanthurus nigricauda,23.47,Acanthuridae,Acanthurus,Acanthurus nigricauda
8/23/20,NORTH_65,Paopao,OV001,7,Acanthurus nigricauda,22.62,Acanthuridae,Acanthurus,Acanthurus nigricauda
8/23/20,NORTH_65,Paopao,OV001,7,Acanthurus nigricauda,21.09,Acanthuridae,Acanthurus,Acanthurus nigricauda
8/23/20,NORTH_65,Paopao,OV001,7,Acanthurus nigricauda,20.39,Acanthuridae,Acanthurus,Acanthurus nigricauda
8/23/20,NORTH_65,Paopao,OV001,7,Acanthurus nigricauda,24.94,Acanthuridae,Acanthurus,Acanthurus nigricauda
8/23/20,NORTH_65,Paopao,OV001,7,Acanthurus nigricauda,22.5,Acanthuridae,Acanthurus,Acanthurus nigricauda
8/23/20,NORTH_65,Paopao,OV001,7,Acanthurus nigricauda,25.57,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/13/20,NORTH_70,Patae,TM005,18,Acanthurus nigricauda,23.71,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/27/20,NORTH_83,Maharepa,AM036,2,Acanthurus nigricauda,19.51,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/18/20,WEST_35,Varari,HV011,1,Acanthurus nigricauda,23.83,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,24.98,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,24.72,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,25.87,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,29.88,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,17.46,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,18.67,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,15.45,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,15.49,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,16.32,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,28.23,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,17.76,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,15.89,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,18.83,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,2,Acanthurus nigricauda,23.34,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,22.77,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,18.82,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,24.22,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,24.6,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,20.46,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,26.79,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,24.41,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,23.15,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,20.79,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,3,Acanthurus nigricauda,22.26,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,26.64,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,25.54,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,27.89,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,25.1,Acanthuridae,Acanthurus,Acanthurus nigricauda
10/25/20,WEST_40,Varari,HV013,1,Acanthurus nigricauda,28.19,Acanthuridae,Acanthurus,Acanthurus nigricauda
9/27/20,AFAREAITU_43,Vaiare,TV003,1,Acanthurus olivaceous,19.25,Acanthuridae,Acanthurus,Acanthurus olivaceous
11/15/20,AFAREAITU_52,Afareaitu,AA005,4,Acanthurus olivaceous,20.17,Acanthuridae,Acanthurus,Acanthurus olivaceous
11/15/20,AFAREAITU_52,Afareaitu,AA005,4,Acanthurus olivaceous,17.2,Acanthuridae,Acanthurus,Acanthurus olivaceous
11/15/20,AFAREAITU_52,Afareaitu,AA005,4,Acanthurus olivaceous,18.22,Acanthuridae,Acanthurus,Acanthurus olivaceous
11/15/20,AFAREAITU_52,Afareaitu,AA005,4,Acanthurus olivaceous,24.07,Acanthuridae,Acanthurus,Acanthurus olivaceous
5/10/20,ISLAND_10,Patae,AP005,10,Acanthurus olivaceous,23.08,Acanthuridae,Acanthurus,Acanthurus olivaceous
5/3/20,ISLAND_2,Patae,AP006,1,Acanthurus olivaceous,17.06,Acanthuridae,Acanthurus,Acanthurus olivaceous
